t,count,max,mean,min,stddev,p50,p75,p95,p98,p99,p999
1433695443,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1433695443,29,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1433695444,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1433695444,30,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1433695445,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1433695445,31,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1433695446,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1433695446,32,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1433695447,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1433695447,33,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1433695448,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1433695448,34,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1433695449,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1433695449,35,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1433695450,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1433695450,36,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1433695451,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1433695451,37,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1433695452,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1433695452,38,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1433695453,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1433695453,39,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1433695454,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1433695454,40,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1433695455,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1433695455,41,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1433695456,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1433695456,42,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1433695457,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1433695457,43,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1433695458,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1433695458,44,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1433695459,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1433695459,45,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1433695460,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1433695460,46,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1433695461,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1433695461,47,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1433695462,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1433695462,48,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1433695463,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1433695463,49,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1433695464,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1433695464,50,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1433695465,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1433695465,51,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1433695466,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1433695466,52,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1433695467,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1433695467,53,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1433695468,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1433695468,54,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1433695469,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1433695469,55,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1433695470,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1433695470,56,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1433695471,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1433695471,57,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1433695472,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1433695472,58,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1433695473,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1433695473,59,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1433695474,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1433695474,60,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1433695475,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1433695475,61,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1433695476,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1433695476,62,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1433695477,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1433695477,63,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1433695478,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1433695478,64,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1433695479,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1433695479,65,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1433695480,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1433695480,66,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1433695481,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1433695481,67,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1433695482,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1433695482,68,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1433695483,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1433695483,69,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1433695484,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1433695484,70,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1433695485,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1433695485,71,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1433695486,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1433695486,72,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1433695487,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1433695677,1,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1433695677,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1433695678,2,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1433695678,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1433695679,3,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1433695679,0,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1433695796,1,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1433695797,2,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1433695798,3,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1433695799,4,0,0.000000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1433695800,5,1037244,207448.800000,0,463869.618651,0.000000,518622.000000,1037244.000000,1037244.000000,1037244.000000,1037244.000000
1433695801,6,1037244,345748.000000,0,535630.498394,0.000000,1037244.000000,1037244.000000,1037244.000000,1037244.000000,1037244.000000
1433695802,7,1037244,425563.285714,0,532613.103334,0.000000,1037244.000000,1037244.000000,1037244.000000,1037244.000000,1037244.000000
1433695803,8,1037244,475011.750000,0,512555.048165,410575.500000,1004046.750000,1037244.000000,1037244.000000,1037244.000000,1037244.000000
1433695804,9,1037244,507088.777778,0,489013.306694,763705.000000,970849.500000,1037244.000000,1037244.000000,1037244.000000,1037244.000000
1433695805,10,1037244,528707.100000,0,466086.994741,743488.500000,937652.250000,1037244.000000,1037244.000000,1037244.000000,1037244.000000
1433695806,11,1037244,543879.545455,0,445023.159074,723272.000000,904455.000000,1037244.000000,1037244.000000,1037244.000000,1037244.000000
1433695807,12,1037244,554714.250000,0,425969.664915,709438.000000,883629.000000,1037244.000000,1037244.000000,1037244.000000,1037244.000000
1433695808,13,1037244,562453.307692,0,408788.353948,695604.000000,862803.000000,1037244.000000,1037244.000000,1037244.000000,1037244.000000
1433695809,14,1037244,568611.428571,0,393426.457431,684750.000000,841977.000000,1037244.000000,1037244.000000,1037244.000000,1037244.000000
1433695810,15,1037244,573169.000000,0,379525.917835,673896.000000,821151.000000,1037244.000000,1037244.000000,1037244.000000,1037244.000000
1433695811,16,1037244,576492.187500,0,366897.748731,664609.000000,806789.500000,1037244.000000,1037244.000000,1037244.000000,1037244.000000
1433695812,17,1037244,578879.823529,0,355383.594650,655322.000000,792428.000000,1037244.000000,1037244.000000,1037244.000000,1037244.000000
1433695813,18,1037244,580539.277778,0,344844.606845,651994.500000,778066.500000,1037244.000000,1037244.000000,1037244.000000,1037244.000000
1433695814,19,1037244,581672.947368,0,335165.149134,648667.000000,763705.000000,1037244.000000,1037244.000000,1037244.000000,1037244.000000
1433695815,20,1037244,582357.150000,0,326240.150497,642821.000000,753596.750000,1037244.000000,1037244.000000,1037244.000000,1037244.000000
1433695816,21,1037244,582722.809524,0,317983.980494,636975.000000,743488.500000,1037244.000000,1037244.000000,1037244.000000,1037244.000000
1433695817,22,1037244,582828.681818,0,310320.987086,631657.500000,733380.250000,1037244.000000,1037244.000000,1037244.000000,1037244.000000
1433695818,23,1037244,582736.000000,0,303186.543391,626340.000000,723272.000000,1037244.000000,1037244.000000,1037244.000000,1037244.000000
1433695819,24,1037244,582490.916667,0,296524.719873,621711.000000,716355.000000,1037244.000000,1037244.000000,1037244.000000,1037244.000000
1433695820,25,1037244,582151.240000,0,290286.363394,617082.000000,709438.000000,1037244.000000,1037244.000000,1037244.000000,1037244.000000
1433695821,26,1037244,581713.653846,0,284430.139725,612916.000000,702521.000000,1037244.000000,1037244.000000,1037244.000000,1037244.000000
1433695822,27,1037244,581219.740741,0,278918.506337,608750.000000,695604.000000,1037244.000000,1037244.000000,1037244.000000,1037244.000000
1433695823,28,1037244,580661.642857,0,273720.547977,605414.500000,690177.000000,1037244.000000,1037244.000000,1037244.000000,1037244.000000
1433695824,29,1037244,578607.482759,0,269015.774248,602079.000000,684750.000000,1037244.000000,1037244.000000,1037244.000000,1037244.000000
1433695825,30,1037244,576612.066667,0,264562.729445,598718.000000,679323.000000,1037244.000000,1037244.000000,1037244.000000,1037244.000000
1433695826,31,1037244,574473.838710,0,260388.278922,595357.000000,673896.000000,1037244.000000,1037244.000000,1037244.000000,1037244.000000
1433695827,32,1037244,572381.187500,0,256427.429813,592696.500000,669252.500000,1037244.000000,1037244.000000,1037244.000000,1037244.000000
1433695828,33,1037244,570383.242424,0,252649.779465,590036.000000,664609.000000,1037244.000000,1037244.000000,1037244.000000,1037244.000000
1433695829,34,1037244,568496.470588,0,249035.434425,587544.000000,659965.500000,1037244.000000,1037244.000000,1037244.000000,1037244.000000
1433695830,35,1037244,566706.000000,0,245574.372036,585052.000000,655322.000000,1037244.000000,1037244.000000,1037244.000000,1037244.000000
1433695831,36,1037244,565004.500000,0,242255.949870,582874.500000,653658.250000,1037244.000000,1037244.000000,1037244.000000,1037244.000000
1433695832,37,1037244,563379.783784,0,239071.942204,580697.000000,651994.500000,1037244.000000,1037244.000000,1037244.000000,1037244.000000
1433695833,38,1037244,561836.394737,0,236010.955410,578775.500000,650330.750000,1037244.000000,1037244.000000,1037244.000000,1037244.000000
1433695834,39,1037244,560286.589744,0,233085.874105,576854.000000,648667.000000,1037244.000000,1037244.000000,1037244.000000,1037244.000000
1433695835,40,1037244,558802.950000,0,230269.451442,575426.500000,645744.000000,1030604.550000,1037244.000000,1037244.000000,1037244.000000
1433695836,41,1037244,557400.682927,0,227550.082908,573999.000000,642821.000000,1023965.100000,1037244.000000,1037244.000000,1037244.000000
1433695837,42,1037244,556066.190476,0,224924.283605,572386.500000,639898.000000,1017325.650000,1037244.000000,1037244.000000,1037244.000000
1433695838,43,1037244,554808.953488,0,222383.351561,570774.000000,636975.000000,1010686.200000,1037244.000000,1037244.000000,1037244.000000
1433695839,44,1037244,553604.750000,0,219927.393557,569576.000000,634316.250000,1004046.750000,1037244.000000,1037244.000000,1037244.000000
1433695840,45,1037244,552463.266667,0,217548.658168,568378.000000,631657.500000,997407.300000,1037244.000000,1037244.000000,1037244.000000
1433695841,46,1037244,551378.826087,0,215243.570818,566985.500000,628998.750000,990767.850000,1037244.000000,1037244.000000,1037244.000000
1433695842,47,1037244,550341.638298,0,213009.826010,565593.000000,626340.000000,984128.400000,1037244.000000,1037244.000000,1037244.000000
1433695843,48,1037244,549345.250000,0,210844.618010,543342.000000,624025.500000,977488.950000,1037244.000000,1037244.000000,1037244.000000
1433695844,49,1037244,548393.142857,0,208743.183282,521091.000000,621711.000000,970849.500000,1037244.000000,1037244.000000,1037244.000000
1433695845,50,1037244,547475.940000,0,206703.943115,519918.000000,619396.500000,964210.050000,1037244.000000,1037244.000000,1037244.000000
1433695846,51,1037244,546596.529412,0,204722.815556,518745.000000,617082.000000,957570.600000,1037244.000000,1037244.000000,1037244.000000
1433695847,52,1037244,545740.096154,0,202799.850327,514536.000000,614999.000000,950931.150000,1037244.000000,1037244.000000,1037244.000000
1433695848,53,1037244,544922.811321,0,200928.499841,510327.000000,612916.000000,944291.700000,1037244.000000,1037244.000000,1037244.000000
1433695849,54,1037244,544145.925926,0,199105.783453,508918.000000,610833.000000,937652.250000,1037244.000000,1037244.000000,1037244.000000
1433695850,55,1037244,543405.236364,0,197330.067245,507509.000000,608750.000000,931012.800000,1037244.000000,1037244.000000,1037244.000000
1433695851,56,1037244,542692.285714,0,195600.704287,506979.000000,607082.250000,924373.350000,1037244.000000,1037244.000000,1037244.000000
1433695852,57,1037244,542006.789474,0,193915.477286,506449.000000,605414.500000,917733.900000,1037244.000000,1037244.000000,1037244.000000
1433695853,58,1037244,541346.637931,0,192272.679429,506341.000000,603746.750000,911094.450000,1037244.000000,1037244.000000,1037244.000000
1433695854,59,1037244,540717.661017,0,190669.167790,506233.000000,602079.000000,904455.000000,1037244.000000,1037244.000000,1037244.000000
1433695855,60,1037244,540120.550000,0,189102.993496,506031.500000,600398.500000,900289.800000,1037244.000000,1037244.000000,1037244.000000
1433695856,61,1037244,548529.983333,0,175399.176223,506031.500000,600398.500000,900289.800000,1037244.000000,1037244.000000,1037244.000000
1433695857,62,1037244,556800.600000,0,160130.911362,506031.500000,600398.500000,900289.800000,1037244.000000,1037244.000000,1037244.000000
1433695858,63,1037244,564964.566667,0,142812.587762,506031.500000,600398.500000,900289.800000,1037244.000000,1037244.000000,1037244.000000
1433695859,64,1037244,573014.800000,483014,122610.948481,506031.500000,600398.500000,900289.800000,1037244.000000,1037244.000000,1037244.000000
1433695860,65,1037244,563662.916667,476131,107008.909325,505641.000000,594026.750000,818278.700000,1008030.420000,1037244.000000,1037244.000000
1433695861,66,904455,554155.550000,466802,87844.535947,505171.500000,588790.000000,761683.350000,886128.120000,904455.000000,904455.000000
1433695862,67,821151,546787.933333,462398,75659.352995,504890.500000,583963.250000,721888.600000,808512.880000,821151.000000,821151.000000
1433695863,68,763705,540762.683333,459636,67381.795172,504810.500000,579736.250000,694518.600000,754809.740000,763705.000000,763705.000000
1433695864,69,723272,535693.116667,459531,61510.830294,504648.500000,576140.250000,672967.300000,717185.040000,723272.000000,723272.000000
1433695865,70,695604,531254.750000,456970,57203.309444,504401.500000,573192.750000,654989.250000,690828.240000,695604.000000,695604.000000
1433695866,71,673896,527229.566667,454093,53840.950911,503977.500000,570175.000000,648082.400000,669809.720000,673896.000000,673896.000000
1433695867,72,655322,523489.583333,449497,51209.786611,503668.500000,567681.750000,636443.250000,653857.900000,655322.000000,655322.000000
1433695868,73,648667,519983.783333,444974,49192.042412,503549.500000,554467.500000,625877.100000,646094.760000,648667.000000,648667.000000
1433695869,74,636975,516507.600000,440096,47276.543401,503444.000000,520504.500000,616665.400000,634635.300000,636975.000000,636975.000000
1433695870,75,626340,513086.300000,431697,45816.018883,503189.500000,516640.500000,608416.450000,624303.240000,626340.000000,626340.000000
1433695871,76,617082,509695.850000,422913,44808.909145,502831.500000,509622.500000,601742.900000,615248.960000,617082.000000,617082.000000
1433695872,77,608750,506418.083333,420416,44006.344522,502661.500000,507244.000000,595090.950000,607282.380000,608750.000000,608750.000000
1433695873,78,602079,503099.183333,409616,43665.690575,502628.500000,506395.000000,589786.800000,600600.160000,602079.000000,602079.000000
1433695874,79,595357,499742.616667,400685,43668.731380,502602.500000,506132.250000,584834.250000,594186.380000,595357.000000,595357.000000
1433695875,80,590036,496315.666667,389740,44103.951573,502556.000000,505735.500000,580504.850000,588939.520000,590036.000000,590036.000000
1433695876,81,585052,492899.266667,385052,44656.912350,502524.000000,505311.750000,576711.250000,584093.900000,585052.000000,585052.000000
1433695877,82,580697,489482.733333,380060,45323.762103,502469.500000,504890.750000,573837.750000,579851.540000,580697.000000,580697.000000
1433695878,83,576854,486055.666667,375073,46077.535749,502331.000000,504850.250000,570654.200000,576225.900000,576854.000000,576854.000000
1433695879,84,573999,482573.283333,367911,46985.649458,502150.000000,504689.750000,568238.750000,573289.500000,573999.000000,573999.000000
1433695880,85,570774,479096.266667,365378,47817.115955,502033.500000,504483.750000,563367.900000,570246.880000,570774.000000,570774.000000
1433695881,86,568378,475531.616667,356895,48828.315127,501914.500000,504107.250000,520973.700000,567765.300000,568378.000000,568378.000000
1433695882,87,565593,472006.316667,356860,49640.213064,501609.000000,503693.250000,518324.100000,555802.560000,565593.000000,565593.000000
1433695883,88,521091,468494.483333,354883,50355.401312,501373.000000,503584.250000,510186.100000,520574.880000,521091.000000,521091.000000
1433695884,89,518745,465695.716667,353165,52021.643231,501331.000000,503462.000000,507456.000000,516893.040000,518745.000000,518745.000000
1433695885,90,510327,462874.916667,349497,53659.208861,501125.500000,503298.750000,506438.200000,509707.040000,510327.000000,510327.000000
1433695886,91,507509,460200.300000,349497,55230.341722,498589.000000,502901.250000,506212.850000,507275.800000,507509.000000,507509.000000
1433695887,92,506449,457569.750000,349497,56678.601521,493037.500000,502676.750000,505811.100000,506401.480000,506449.000000,506449.000000
1433695888,93,506233,454916.850000,347275,58060.291055,486426.000000,502629.750000,505423.950000,506144.340000,506233.000000,506233.000000
1433695889,94,505830,452191.933333,342738,59431.499285,479572.500000,502614.250000,504890.950000,505746.840000,505830.000000,505830.000000
1433695890,95,505452,449473.216667,342707,60654.691791,471466.500000,502567.500000,504882.050000,505328.580000,505452.000000,505452.000000
1433695891,96,504891,446691.233333,338533,61859.634460,464600.000000,502528.500000,504722.750000,504890.780000,504891.000000,504891.000000
1433695892,97,504891,443858.500000,334926,63029.876748,461017.000000,502492.250000,504549.550000,504855.800000,504891.000000,504891.000000
1433695893,98,504891,440968.966667,331359,64155.910263,459583.500000,502377.500000,504211.050000,504819.500000,504891.000000,504891.000000
1433695894,99,504891,438170.166667,331359,65130.712740,458250.500000,502377.500000,504211.050000,504819.500000,504891.000000,504891.000000
