t,value
1433695481,514850816
1433695482,514850816
1433695482,514850816
1433695483,514850816
1433695483,514850816
1433695484,514850816
1433695484,514850816
1433695485,514850816
1433695485,514850816
1433695486,514850816
1433695486,514850816
1433695487,514850816
1433695677,514850816
1433695677,514850816
1433695678,514850816
1433695678,514850816
1433695679,514850816
1433695679,514850816
1433695796,514850816
1433695797,514850816
1433695798,514850816
1433695799,514850816
1433695800,514850816
1433695801,514850816
1433695802,514850816
1433695803,514850816
1433695804,514850816
1433695805,514850816
1433695806,514850816
1433695807,514850816
1433695808,514850816
1433695809,514850816
1433695810,514850816
1433695811,514850816
1433695812,514850816
1433695813,514850816
1433695814,514850816
1433695815,514850816
1433695816,514850816
1433695817,514850816
1433695818,514850816
1433695819,514850816
1433695820,514850816
1433695821,514850816
1433695822,514850816
1433695823,514850816
1433695824,514850816
1433695825,514850816
1433695826,514850816
1433695827,514850816
1433695828,514850816
1433695829,514850816
1433695830,514850816
1433695831,514850816
1433695832,514850816
1433695833,514850816
1433695834,514850816
1433695835,514850816
1433695836,514850816
1433695837,514850816
1433695838,514850816
1433695839,514850816
1433695840,514850816
1433695841,514850816
1433695842,514850816
1433695843,514850816
1433695844,514850816
1433695845,514850816
1433695846,514850816
1433695847,514850816
1433695848,514850816
1433695849,514850816
1433695850,514850816
1433695851,514850816
1433695852,514850816
1433695853,514850816
1433695854,514850816
1433695855,514850816
1433695856,514850816
1433695857,514850816
1433695858,514850816
1433695859,514850816
1433695860,514850816
1433695861,514850816
1433695862,514850816
1433695863,514850816
1433695864,514850816
1433695865,514850816
1433695866,514850816
1433695867,514850816
1433695868,514850816
1433695869,514850816
1433695870,514850816
1433695871,514850816
1433695872,514850816
1433695873,514850816
1433695874,514850816
1433695875,514850816
1433695876,514850816
1433695877,514850816
1433695878,514850816
1433695879,514850816
1433695880,514850816
1433695881,514850816
1433695882,514850816
1433695883,514850816
1433695884,514850816
1433695885,514850816
1433695886,514850816
1433695887,514850816
1433695888,514850816
1433695889,514850816
1433695890,514850816
1433695891,514850816
1433695892,514850816
1433695893,514850816
1433695894,514850816
1433695895,514850816
1433695896,514850816
1433695897,514850816
1433695898,514850816
1433695899,514850816
1433695900,514850816
1433695901,514850816
1433695902,514850816
1433695903,514850816
1433695904,514850816
1435050661,514850816
1435050662,514850816
1435050663,514850816
1435050664,514850816
1435050665,514850816
1435050666,514850816
1435050667,514850816
1435050668,514850816
1435050669,514850816
1435050670,514850816
1435050671,514850816
1435050672,514850816
1435050673,514850816
1435050674,514850816
1435050675,514850816
1435050676,514850816
1435050677,514850816
1435050678,514850816
1435050679,514850816
1435050680,514850816
1435050681,514850816
1435050682,514850816
1435050683,514850816
1435050684,514850816
1435050685,514850816
1435050686,514850816
1435050687,514850816
1435050688,514850816
1435050689,514850816
1435050690,514850816
1435050691,514850816
1435050692,514850816
1435050693,514850816
1435050694,514850816
1435050695,514850816
1435050696,514850816
1435050697,514850816
1435050698,514850816
1435050699,514850816
1435050700,514850816
1435050701,514850816
1435050702,514850816
1435050703,514850816
1435050704,514850816
1435050705,514850816
1435050706,514850816
1435050707,514850816
1435050708,514850816
1435050709,514850816
1435050710,514850816
1435050711,514850816
1435050712,514850816
1435050713,514850816
1435050714,514850816
1435050715,514850816
1435050716,514850816
1435050717,514850816
1435050787,514850816
1435050788,514850816
1435050789,514850816
1435050790,514850816
1435050791,514850816
1435050792,514850816
1435050793,514850816
1435050794,514850816
1435050795,514850816
1435050796,514850816
1435050797,514850816
1435050798,514850816
1435050799,514850816
1435050800,514850816
1435050801,514850816
1435050802,514850816
1435050803,514850816
1435050804,514850816
1435050805,514850816
1435050806,514850816
1435050807,514850816
1435050808,514850816
1435050809,514850816
1435050810,514850816
1435050811,514850816
1435050812,514850816
1435050813,514850816
1435050814,514850816
1435050815,514850816
1435050816,514850816
1435050817,514850816
1435050818,514850816
1435050819,514850816
1435050820,514850816
1435050821,514850816
1435050822,514850816
1435050823,514850816
1435050824,514850816
1435050825,514850816
1435050826,514850816
1435050827,514850816
1435050828,514850816
1435050829,514850816
1435050830,514850816
1435050831,514850816
1435050832,514850816
1435050833,514850816
1435050834,514850816
1435050835,514850816
1435050836,514850816
1435050837,514850816
1435050838,514850816
1435050839,514850816
1435050840,514850816
1435050841,514850816
1435050842,514850816
1435050843,514850816
1435050844,514850816
1435050845,514850816
1435050846,514850816
1435050847,514850816
1435050848,514850816
1435050849,514850816
1435050850,514850816
1435050851,514850816
1435050852,514850816
1435050853,514850816
1435050854,514850816
1435050855,514850816
1435050856,514850816
1435050857,514850816
1435050858,514850816
1435050859,514850816
1435050860,514850816
1435050861,514850816
1435050862,514850816
1435050863,514850816
1435050864,514850816
1435050865,514850816
1435050866,514850816
1435050867,514850816
1435050868,514850816
1435050869,514850816
1435050870,514850816
1435050871,514850816
1435050872,514850816
1435050873,514850816
1435050874,514850816
1435050875,514850816
1435050876,514850816
1435050877,514850816
1435050878,514850816
1435050879,514850816
1435050880,514850816
1435050881,514850816
1435050882,514850816
1435050883,514850816
1435050884,514850816
1435050885,514850816
1435050886,514850816
1435050887,514850816
1435050888,514850816
1435050889,514850816
1435050890,514850816
1435050891,514850816
1435050892,514850816
1435050893,514850816
1435050894,514850816
1435050895,514850816
